ID,FID_Grilla,ROW,COL,LAT,LON,AREA,Dias,Seg,PM25(g/proyecto),PM25 (E(g/d)),PM25(g),PM25(t),PM10(g/proyecto),PM10 (E(g/d)),PM10(g),PM10(t)
510,2848,44,41,4.746536,-74.03598,3011.0,262,10375200,124958.9088,476.9424,21462.408,0.021462408,406116.4536,1550.0628,69752.826,0.069752826
511,2863,44,35,4.746536,-74.089951,12321.0,312,12355200,608913.6768,1951.6464,380571.048,0.380571048,1978969.4496,6342.8508,1236855.906,1.236855906
512,2863,44,35,4.746536,-74.089951,2094.7,130,5148000,43134.0624,331.80048,14267.42064,0.01426742064,140185.7028,1078.35156,46369.11708,0.04636911708
513,2858,44,37,4.746536,-74.07196,9419.0,522,20671200,778808.1312,1491.9696,389404.0656,0.3894040656,2531126.4264,4848.9012,1265563.2132,1.2655632132
514,2864,44,34,4.746536,-74.098946,41264.0,695,27522000,4542671.232,6536.2176,705911.5008,0.7059115008,14763681.504,21242.7072,2294212.3776,2.2942123776
515,2858,44,37,4.746536,-74.07196,36477.0,654,25898400,3778783.7472,5777.9568,1259594.5824,1.2595945824,12281047.1784,18778.3596,4093682.3928,4.0936823928
516,2864,44,34,4.746536,-74.098946,14999.47,1373,54370800,3262132.7339,2375.916048,620114.088528,0.620114088528,10601931.3852,7721.727156,2015370.78772,2.01537078772
517,2859,44,36,4.746536,-74.080956,40980.02,652,25819200,4232285.32954,6491.235168,1694212.37885,1.69421237885,13754927.321,21096.514296,5506190.23126,5.50619023126
518,3005,45,33,4.755493,-74.107941,12664.09,523,20710800,1049133.74069,2005.991856,302904.770256,0.302904770256,3409684.65724,6519.473532,984440.503332,0.984440503332
519,295,45,38,4.755493,-74.062965,6976.82,391,15483600,432105.160608,1105.128288,48625.644672,0.048625644672,1404341.77198,3591.666936,158033.345184,0.158033345184
520,3005,45,33,4.755493,-74.107941,5402.17,327,12949200,279815.119056,855.703728,223338.673008,0.223338673008,909399.136932,2781.037116,725850.687276,0.725850687276
521,295,45,38,4.755493,-74.062965,25535.0,304,12038400,1229602.176,4044.744,938380.608,0.938380608,3996207.072,13145.418,3049736.976,3.049736976
522,3008,45,37,4.755493,-74.07196,12040.0,340,13464000,648426.24,1907.136,444362.688,0.444362688,2107385.28,6198.192,1444178.736,1.444178736
523,295,45,38,4.755493,-74.062965,56909.06,826,32709600,7445890.3559,9014.395104,973554.671232,0.973554671232,24199143.6567,29296.784088,3164052.6815,3.1640526815
524,295,45,38,4.755493,-74.062965,1347.8,750,29700000,160118.64,213.49152,55721.28672,0.05572128672,520385.58,693.84744,181094.18184,0.18109418184
525,296,45,41,4.755493,-74.03598,10415.0,522,20671200,861162.192,1649.736,430581.096,0.430581096,2798777.124,5361.642,1399388.562,1.399388562
526,296,45,41,4.755493,-74.03598,20722.67,871,34491600,2859032.17829,3282.470928,502218.051984,0.502218051984,9291854.57944,10668.030516,1632208.66895,1.63220866895
527,3014,45,40,4.755493,-74.044975,50214.15,348,13780800,2767964.63328,7953.92136,2075973.47496,2.07597347496,8995885.05816,25850.24442,6746913.79362,6.74691379362
528,3011,45,39,4.755493,-74.05397,5285.0,218,8632800,182497.392,837.144,182497.392,0.182497392,593116.524,2720.718,593116.524,0.593116524
529,3014,45,40,4.755493,-74.044975,28835.3,1003,39718800,4581214.05456,4567.51152,1032257.60352,1.03225760352,14888945.6773,14844.41244,3354837.21144,3.35483721144
530,296,45,41,4.755493,-74.03598,7990.24,523,20710800,661937.050368,1265.654016,330335.698176,0.330335698176,2151295.4137,4113.375552,1073591.01907,1.07359101907
531,295,45,38,4.755493,-74.062965,2956.78,265,10494000,124113.79728,468.353952,50582.226816,0.050582226816,403369.84116,1522.150344,164392.237152,0.164392237152
532,295,45,38,4.755493,-74.062965,31.931,125,4950000,632.2338,5.0578704,632.2338,0.0006322338,2054.75985,16.4380788,2054.75985,0.00205475985
533,3014,45,40,4.755493,-74.044975,46739.43,905,35838000,6700190.76936,7403.525712,1932320.21083,1.93232021083,21775620.0004,24061.458564,6280040.6852,6.2800406852
534,3011,45,39,4.755493,-74.05397,47876.0,993,39322800,7530473.4912,7583.5584,1979308.7424,1.9793087424,24474038.8464,24646.5648,6432753.4128,6.4327534128
535,3016,46,42,4.764458,-74.026985,596.0,393,15562800,37101.7152,94.4064,10762.3296,0.0107623296,120580.5744,306.8208,34977.5712,0.0349775712
536,3012,46,41,4.764458,-74.03598,10540.87,409,16196400,682896.587472,1669.673808,435784.863888,0.435784863888,2219413.90928,5426.439876,1416300.80764,1.41630080764
537,3012,46,41,4.764458,-74.03598,7560.85,514,20354400,615586.26096,1197.63864,277852.16448,0.27785216448,2000655.34812,3892.32558,903019.53456,0.90301953456
538,3013,46,40,4.764458,-74.044975,36101.0,880,34848000,5032190.592,5718.3984,1492501.9824,1.4925019824,16354619.424,18584.7948,4850631.4428,4.8506314428
539,3013,46,40,4.764458,-74.044975,32930.8,356,14097600,1856980.98432,5216.23872,1189302.42816,1.18930242816,6035188.19904,16952.77584,3865232.89152,3.86523289152
540,3016,46,42,4.764458,-74.026985,17944.06,523,20710800,1486543.35139,2842.339104,346765.370688,0.346765370688,4831265.89202,9237.602088,1126987.45474,1.12698745474
541,3016,46,42,4.764458,-74.026985,2653.79,522,20671200,219428.095392,420.360336,69359.45544,0.06935945544,713141.310024,1366.171092,225418.23018,0.22541823018
542,3083,47,40,4.773422,-74.044975,8000.0,107,4237200,135590.4,1267.2,135590.4,0.1355904,440668.8,4118.4,440668.8,0.4406688
543,3204,50,40,4.800316,-74.044975,4800.61,305,12078000,231927.07032,760.416624,176416.656768,0.176416656768,753762.97854,2471.354028,573354.134496,0.573354134496
